,Unnamed: 0.1,Unnamed: 0,Зарын гарчиг,Нийт үнэ 0,Огноо,Цаг,Зарын дугаар,Утасны дугаар,Өрөө,Дүүрэгт байршил,Тайлбар,url,Шал:,Тагт:,Ашиглалтад орсон огноо,Гараж:,Цонх:,Барилгын давхар,Хаалга:,М2 0,Байрны давхар,Лизингээр авах боломж,Цонхны тоо,Барилгын явц:,ad_page,ad_order,Код:,Байршил 2,mylocation,Хотхоны ID,Хотхоны нэр,Дэд байршил,Lat,Long,Дүүрэг,Байршил,Хороо,Нийт үнэ,М2,М2 үнэ
30,30,22,bella vista хотхон 300р блокт 153.59мкв 3 өрөө,950 сая ₮,2024-03-04,11:02,8061292,,3 өрөө,"УБ — Хан-Уул, Зайсан","
📍Өндөр зэрэглэлийн Bella Vista хотхон 300-р блокт 153.59мкв 3 өрөө худалдана

✅Үнэ: 950 сая (зогсоолын хамт) / мкв: 5.860.000
✅3/12 давхарт
✅Урагшаа 2 цонх, баруун 2 цонх, хойшоо харсан 3 цонхтой
✅Суурьлуулсан тавилга үлдэнэ
✅Гэрчилгээ бэлэн.
✅Бэлэн болон банкаар авах боломжтой
✅Давуу тал:
- 24 цагийн харуул хамгаалалттай
- Хотын төвөөс 3 км
- Төвийн дэд бүтэцтэй
- Ашиглалтын зардал бага
- Indoor үйлчилгээний төв,
- Бассэйн, фитнесс,
- Хүүхдийн тоглоомын талбай,
машингүй бүс, ногоон байгууламжийг цогцоор нь шийдэж өгсөн тул, тав тухтай амьдрах орчинг бүрэн бүрдүүлж чадна.
📍ХУД, 11-р хороо, Зайсан, Бурхантай хөшөө",https://www.unegui.mn/adv/8061292_ondor-zeregleliin-bella-vista-khotkhon-300r-blokt-153-59mkv-3-oroo-khudaldana/,Паркет,2 тагттай,2007,Байгаа,Вакум,12,Бүргэд,153.59 м²,3,Банкны лизингтэй,7,Ашиглалтад орсон,3.0,23.0,,,Зайсан,,,,,,Хан-Уул,Зайсан,,950.0,153.59,6.185298522039195
31,31,21,"Төмөр зам, тбд андуудын сөүлийн 14 байранд 3 өрөө","310 сая ₮
үнэ тохирно",2024-03-04,12:11,8085314,,3 өрөө,"УБ — Баянгол, Баянгол, Хороо 1","
ТБД андуудын урд талын сөүлийн-14 байранд сайхан, дулаахан 3 өрөө байраа зарна. Том саруулхан цонхтой мөртлөө сийгэх дулаан алдах юмгүй, орчны дуу чимээгүй, бүх сан, ванны пилта гээд бүрэн засвар хийгээд өөрснөө амьдарч байгаа. Бүх юмандаа ойрхон. СӨХ-ийн үйл ажиллагаа сайн. Зуучтай хамтрахгүй баярлалаа. 20р сургуулийн харьяа.",https://www.unegui.mn/adv/8085314_tomor-zam-tbd-anduudyn-souliin-14-bairand-3-oroo/,Паркет,1 тагттай,2012,Байхгүй,Вакум,10,Төмөр,68.0 м²,8,Лизинггүй,3,Ашиглалтад орсон,3.0,22.0,,,Модны 2,,,,,,Баянгол,Хороо 1,1,310.0,68.0,4.5588235294117645
32,32,20,16-р хороололд 2 өрөө 60м2 байр,"128 сая ₮
үнэ тохирно",2024-03-04,12:30,8087348,,2 өрөө,"УБ — Баянзүрх, 16-р хороолол","
-44,53-р сургууль хажууд(50м)
-82-р цэцэрлэг хажууд(20м)
- Батлан хамгаалах их сургууль, Баянзүрх2 зах, Cinema next кино театр ойрхон
- Төв зам автобусны буудал ойр(200м)
- бүх цонх баруун буюу өдрийн турш нар үзнэ, үзэгдэх орчин сайтай
- машин зогсоол сайтай, ногоон байгууламж мод ихтэй
-өрхийн эмнэлэг яг хажуудаа
- ашиглалтанд орсоноосоо хойш нэг л айл амьдарсан сайхан байраа зарахаар боллоо",https://www.unegui.mn/adv/8087348_16-r-khoroolold-2-oroo-bair-zarna/,Паркет,1 тагттай,1993,Байхгүй,Вакум,6,Бүргэд,60.0 м²,3,Лизинггүй,4,Ашиглалтад орсон,3.0,21.0,,,Цайз,,,,,,Баянзүрх,16-р хороолол,,128.0,60.0,2.1333333333333333
33,33,18,Алтай хотхон хос өргөө 2 өрөө 50.5м2 байр,"142 сая ₮
үнэ тохирно",2024-03-04,12:43,8065205,,2 өрөө,"УБ — Баянгол, Алтай хотхон","
Засвар хийсэн нүүж орохлд бэлэн 2 өрөө зарна.
Тагт вакум битүү
Хотхондоо улсын цэцэрлэг сургуультай
Дулаахан сөх үа сайн",https://www.unegui.mn/adv/8065205_altai-khotkhon-khos-orgoo-2-oroo/,Паркет,1 тагттай,2015,Байхгүй,Вакум,12,Бүргэд,50.5 м²,5,Лизинггүй,2,Ашиглалтад орсон,3.0,19.0,,,Алтай хотхон,,,,,,Баянгол,Алтай хотхон,,142.0,50.5,2.8118811881188117
34,34,52,Американ дэнж хотхонд 5 өрөө байр 164.74м2,"510.69 сая ₮
үнэ тохирно",2024-03-04,16:04,8087663,,5+ өрөө,"УБ — Баянзүрх, Баянзүрх, Хороо 15","
Американ дэнж хотхонд 5 өрөө орон сууц худалдана.
- 162,74мкв
- 2010 он
- 4/10 давхарт
- Баруун 2, зүүн 3, урагшаа харсан 1 цонхтой
- Мастер унтлагын өрөө, 2 тагттай
Бартерт 2 өрөө байр оролцуулна.
Бэлэн төлөлтөд үнэ ярилцана.
Гараж байгаа, тусдаа үнэтэй",https://www.unegui.mn/adv/8087663_amerikan-denzh-khotkhond-5-oroo-khudaldana/,Паркет,2 тагттай,2010,Байгаа,Вакум,10,Бүргэд,164.74 м²,4,Лизинггүй,6,Ашиглалтад орсон,1.0,53.0,,,Кино үйлдвэр,,,,,,Баянзүрх,Хороо 15,15,510.69,164.74,3.0999757193152844
35,35,51,Encanto tower 5 өрөө байр 192м2,"1.7 Тэрбум ₮
үнэ тохирно",2024-03-04,19:33,8065768,,5+ өрөө,"УБ — Баянзүрх, Баянзүрх, Хороо 26",,https://www.unegui.mn/adv/8065768_encanto-tower-5-oroo-bair-khudaldana/,Паркет,2 тагттай,2018,Байгаа,Вакум,18,Бүргэд,192.0 м²,17,Банкны лизингтэй,7,Ашиглалтад орсон,1.0,52.0,,,Цэцэрлэгт хүрээлэн,,,,,,Баянзүрх,Хороо 26,26,1700.0,192.0,8.854166666666666
36,36,17,Жаргалан-эко хотхоны хажууд 3 өрөө 76.48м2 байр,"1.85 сая ₮
үнэ тохирно",2024-03-04,20:02,7989214,,3 өрөө,"УБ — Хан-Уул, Яармаг","
Хан-Уул дүүргийн 21-р хороо, Жаргалан-Эко хотхоны хажууд цэвэр агаарт 3 өрөө байр зарна. Бүх төрлийн бартер сонсоно.",https://www.unegui.mn/adv/7989214_tsever-agaart-bair-zarna/,Паркет,1 тагттай,2023,Байгаа,Вакум,4,Бүргэд,76.48 м²,2,Банкны лизингтэй,4,Ашиглалтад орсон,3.0,18.0,,,Яармаг,,,,,,Хан-Уул,Яармаг,,1.85,76.48,0.024189330543933053
37,37,16,Яармаг vip residence 5өрөө 197м2 байр,888 сая ₮,2024-03-04,20:27,8093980,,5+ өрөө,"УБ — Хан-Уул, Яармаг","
#Яармагт #VIP_Residence тансаг зэрэглэлийн мини пентхаус #худалдана.

Багцад:
▶️авто машины зогсоол
▶️ Гал тогооны тавилгатай
197.12мкв/ 5 өрөө / mini penthouse

💰-888.000,000 ₮
Мкв үнэ: 4.500.000 төг",https://www.unegui.mn/adv/8093980_iaarmag-vip-residence-5oroo/,Паркет,2 тагттай,2024,Байгаа,Вакум,16,Бүргэд,197.0 м²,15,Лизинггүй,6,Ашиглалтад орсон,3.0,17.0,,,Яармаг,,,,,,Хан-Уул,Яармаг,,888.0,197.0,4.50761421319797
38,38,15,Гал тогоо тусдаа 2өрөө,148 сая ₮,2024-03-04,21:14,8094087,,2 өрөө,"Орхон, Орхон","
Усан оргилуур болон гиндрекцийн хойно 4р микрт төвдөө 4-6р байранд гал тогоо тусдаа 2 өрөө байр яаралтай зарна. 4давхарт
-байршил сайтай
-00 банн тусдаа
-бүх цонх өдрийн турш нар тусна
-халаалт маш сайн дулаахан
-том болконтой
-хажуудаа улсын цэцэрлэг болон 4р сургуультай
-бүх юмандаа ойр
-148сая
irj uzej bolno
belen mongond yrina hotruu nvvj baigaa tul yaraltai zarna shu 🚗",https://www.unegui.mn/adv/8094087_gal-togoo-tusdaa-2oroo/,Паркет,1 тагттай,1999,Байхгүй,Вакум,4,Бүргэд,0.0 м²,4,Банкны лизингтэй,4,Ашиглалтад орсон,3.0,16.0,,,,,,,,,"Орхон, Орхон",,,148.0,0.0,inf
39,39,14,Бөхийн өргөөний урд талд 2 өрөө байр 30м2,175 сая ₮,2024-03-04,21:48,8068669,,2 өрөө,"УБ — Баянзүрх, 13-р хороолол","
Бөхийн өргөөний урд талд 22А байр 2өрөө байр",https://www.unegui.mn/adv/8068669_bokhiin-orgoonii-urd-tald-2-oroo-bair/,Паркет,1 тагттай,1990,Байхгүй,Вакум,9,Бүргэд,30.0 м²,2,Лизинггүй,3,Ашиглалтад орсон,3.0,15.0,,,13-р хороолол,,,,,,Баянзүрх,13-р хороолол,,175.0,30.0,5.833333333333333
40,40,13,Бага тэнгэр 5 өрөө,1.77 Тэрбум ₮,2024-03-04,22:34,8094270,,5+ өрөө,"УБ — Баянзүрх, Баянзүрх, Хороо 11","
Бага тэнгэрийн аманд байрлах ""Бага тэнгэр сити"" luxury residence-д С 2 блок 295.14 мкв 5 өрөө орон сууц худалдана. Зах зээлийн ханшаас маш хямдаар.
- 13/ 4 давхарт
Нийт үнэ - 1.770.000.000
Мкв - 6.000.000
Төлбөрийн нөхцөл нь
- 50% бартер сонсоно
- бартер 570 ,300 ,G 630
-Тагт 2 (маш том тагттай )
Гадна 400 авто машины зогсоол
Дотор 300 авто машины зогсоол
Кембриджийн хөтөлбөртэй 640н хүүхдийн сургууль цэцэрлэгтэй
Баянзүрх дүүрэг 11р хороо Бага тэнгэрийн ам, БАГА ТЭНГЭР СИТИ цогцолбор",https://www.unegui.mn/adv/8094270_baga-tenger-5-oroo/,Паркет,1 тагттай,2023,Байхгүй,Вакум,13,Бүргэд,295.0 м²,4,Хувь лизингтэй,5,Ашиглалтад орсон,3.0,14.0,,,Бага тэнгэр,,,,,,Баянзүрх,Хороо 11,11,1770.0,295.0,6.0
41,41,12,Encanto 2 hothond 4 uruu 121m2,4.8 сая ₮,2024-03-05,09:34,7939690,,4 өрөө,"УБ — Баянзүрх, Баянзүрх, Хороо 26","
Encanto 2 hothond 121mkv 4 uruu bair zarna. Mash tohilog zuun bolon baruun harsan tsonhtoi.",https://www.unegui.mn/adv/7939690_encanto-2-hothond-4-uruu/,Паркет,2 тагттай,2021,Байхгүй,Вакум,12,Бүргэд,123.0 м²,1,Лизинггүй,5,Ашиглалтад орсон,3.0,13.0,,,Цэцэрлэгт хүрээлэн,,,,,,Баянзүрх,Хороо 26,26,4.8,123.0,0.03902439024390244
42,42,11,Encanto-3 хотхонд 4 өрөө байр,"6 сая ₮
6.3 сая ₮ үнэ тохирно",2024-03-05,10:51,8094963,,4 өрөө,"УБ — Баянзүрх, Баянзүрх, Хороо 26","
БЗД 26-р хороо
𝐄𝐧𝐜𝐚𝐧𝐭𝐨 𝐓𝐨𝐰𝐧 3

129мкв 4 өрөө орон сууц худалдана.
📍Бүрэн цутгамал хийцлэлтэй
📍Хойшоо болон Урагшаа харууцтай
📍Мастер унтлагын өрөөтэй
📍2023 оны 11 сард ашиглалтанд орсон
📍3,1м өндөр таазтай
Өндөр хурдны 24 цагаар ажиллах хос лифт
📍Бэлгэнд үүдний шкаф дагалдана.

✔️165 айлд 400 автомашины дулаан зогсоол төлөвлөлт
✔️Хотын А зэрэглэлийн бүсэд байршилтай тул түгжрэлд цагаа үрэхгүй
✔️Хүүхдийн тоглоомын талбай, амралтын хэсэг нь автомашины хөдөлгөөнөөс бүрэн тусгаарлагдсан
✔️Гүүрэн гарцаар дамжин ""Encanto mall"", ""Encanto sport complex"", ""Оргил супермаркет"" руу гадаа гарахгүйгээр шууд үйлчлүүлэх боломжтой.

1мкв: 6.000.000
2 граш үнэ:90.000.000",https://www.unegui.mn/adv/8094963_encanto-3-deer-4oroo-bair-zarna/,Паркет,1 тагттай,2023,Байгаа,Вакум,17,Төмөр,129.0 м²,8,Банкны лизингтэй,3,Ашиглалтад орсон,3.0,12.0,,,Цэцэрлэгт хүрээлэн,,,,,,Баянзүрх,Хороо 26,26,6.0,129.0,0.046511627906976744
43,43,10,Sky garden 158m2 4 өрөө,"8.1 сая ₮
үнэ тохирно",2024-03-05,11:00,7970885,,4 өрөө,"УБ — Баянзүрх, 13-р хороолол","
SKY GARDEN RESIDENCE нүүж ороход бэлэн шинэ 158м.кв 4 өрөө байр худалдана.

- 305-р блок
- 22 | 3 давхарт
- Зочин 1 | унтлагын 3 өрөө
- Зүүн 2 | хойшоо 3 | баруун 3-н цонх
- Ариун цэврийн 3-н өрөө

Зогсоол тусдаа 80.000.000сая ₮",https://www.unegui.mn/adv/7970885_sky-garden-158m2-nuuzh-orkhod-belen-4-n-oroo/,Паркет,1 тагттай,2023,Байгаа,Вакум,22,Төмөр вакум,158.0 м²,3,Лизинггүй,7,Ашиглалтад орсон,3.0,11.0,,,13-р хороолол,,,,,,Баянзүрх,13-р хороолол,,8.1,158.0,0.05126582278481012
44,44,9,Ар зайсангын ам white hill residence 3 өрөө байр 59м2,310 сая ₮,2024-03-05,11:24,7356448,,3 өрөө,"УБ — Хан-Уул, Зайсан","
Бэлэн мөнгөнд үнээ маш сайн яринаа.

УБ хотын хамгийн цэвэр агаартай өвөлдөө огт утаагүй байршилд, Богд уулын ой модноос 1км хүрэхгүй газарт. Төвийн шугамд холбогдсон тул ашиглалтын зардал маш бага гардаг.

Оршин суугчдад зориулсан Фитнес, Бассейн энэ онд ашиглалтанд орно.

Америк сургууль 900м,
Хүмүүн Олон Улсын дунд сургууль 500м болон Күнз Хятад хэлний сургуулиас 200м тус бүр зайнд.

Маш гоё харууцтай 10 давхарын 9 давхарт зүүн болон хойшоо хотруу харсан цонх, балконтой, зөв зохион байгуулалттай, шинэ гал тогооны тавилгатай шинэ байраа 40 саяын (анх авсан үнээр нь) зогсоолын хамт зарна.

Доороо Номин супермаркэт, СU дэлгүүрүүдтэй.",https://www.unegui.mn/adv/7356448_ar-zaisangyn-am-white-hill-residence-3-oroo-bair-garazhyn-khamt-zarna/,Паркет,1 тагттай,2022,Байгаа,Вакум,10,Төмөр,58.77 м²,9,Банкны лизингтэй,4,Ашиглалтад орсон,3.0,10.0,,,Зайсан,,,,,,Хан-Уул,Зайсан,,310.0,58.77,5.2748000680619365
45,45,8,Seoul royal county - сөүл роял каунти хотхонд 312м2 5 өрөө орон сууц,1.6 Тэрбум ₮,2024-03-05,11:51,7700717,,5+ өрөө,"УБ — Хан-Уул, Хан-Уул, Хороо 11","
📌 Сөүл Роял Каунти хотхонд орон сууц Худалдана
💎 4/1 давхарт | 312 м.кв 💎
📍Байршил: Зайсанд тансаг зэрэглэлийн хотхонд 312 м.кв орон сууц + 2 дулаан зогсоол дагалдана.
⭐️Үнэ: 1,600,000,000
✔️ Зочны өрөө + Камень зуух
✔️ Гал тогоо + бүрэн тоноглогдсон /2 хөргөгч, аяга таваг угаагч, плитка, уур сорогч, шарах шүүгээ, печь/
✔️ Ажлын өрөө
✔️ Мастер унтлагын өрөө + 2 хувцасны өрөө + ариун цэврийн өрөө /жакузи, хуурай саун, босоо душ, бидэ суултуур/
✔️ Хүүхдийн унтлагын өрөө: 2
✔️ Хүүхдийн ариун цэврийн өрөө /босоо душ, ванн, суултуур, угаалтуур/
✔️ Угаалгын өрөө
✔️ Агуулах
🌿Хотхоны онцлог:
✔️ 24/7 харуул хамгаалалт, Камержуулалт
✔️ 24/7 цагийн үнэгүй фитнесс центр
✔️ Сагсны талбай, хүүхдийн тоглоомын талбай
✔️ Гадна газрын теннисны талбай
✔️ Усан оргилуур
✔️ Шалны халаалт, удахгүй төвийн хэрэглээний устай болно
✔️ Дизель генератор",https://www.unegui.mn/adv/7700717_seoul-royal-county-soul-roial-kaunti-khotkhond-312m2-oron-suuts/,Паркет,1 тагттай,2011,Байгаа,Вакум,4,Төмөр,312.0 м²,1,Лизинггүй,8,Ашиглалтад орсон,3.0,9.0,,,Зайсан,,,,,,Хан-Уул,Хороо 11,11,1600.0,312.0,5.128205128205129
