N,Зарын гарчиг,Нийт үнэ 0,Огноо,Цаг,Зарын дугаар,Утасны дугаар,Өрөө,Дүүрэгт байршил,Тайлбар,url,Шал:,Тагт:,Ашиглалтад орсон огноо,Гараж:,Цонх:,Барилгын давхар,Хаалга:,М2 0,Байрны давхар,Лизингээр авах боломж,Цонхны тоо,Барилгын явц:,ad_page,ad_order,location:,Байршил 2,mylocation,Хотхоны ID,Хотхоны нэр,Дэд байршил,Lat,Long,Дүүрэг,Байршил,Хороо,Нийт үнэ,М2,М2 үнэ
33,Яармаг гарден сити 2 хотхонд 4 өрөө 180 мкв,759 сая ₮,3/21/2024,22:21,8144569,,4 өрөө,"УБ — Хан-Уул, Яармаг","
Яармаг Гарден сити 2 хотхонд
179,84 мкв 4 өрөө шинэ байр зарна.
Баруун хойшоо харсан цонхтой.
Террастай.
Бартер сонирхоно. Машин болон барилгын материал бартерт оролцуулж болно.",https://www.unegui.mn/adv/8144569_iaarmag-garden-siti-2-khotkhond-4-oroo-180-mkv/,Паркет,2 тагттай,2023,Байхгүй,Вакум,17,Бүргэд,180.0 м²,17,Лизинггүй,5,Ашиглалтад орсон,18,48,,,Яармаг,,,,,,Хан-Уул,Яармаг,,759,180,4.216666667
34,Xarxorin xoroolold 2 oroo 57.47м2,"178 сая ₮
үнэ тохирно",3/21/2024,22:19,7868461,,2 өрөө,"УБ — Баянгол, Баянгол, Хороо 20","
Xarxorin xoroolold 2oroo bair zarnaa
Bvx vilchilgeendee oirxon",https://www.unegui.mn/adv/7868461_xarxorin-xoroolold-2-oroo/,Паркет,1 тагттай,2017,Байхгүй,Вакум,15,Бүргэд,57.47 м²,7,Лизинггүй,2,Ашиглалтад орсон,18,49,,,Хархорин,,,,,,Баянгол,Хороо 20,20,178,57.47,3.09726814
35,21-р хороололд 3 өрөө байр,155 сая ₮,3/21/2024,22:19,7841710,,3 өрөө,"УБ — Сонгинохайрхан, 21-р хороолол","
🚩 Улаанбаатар хот Сонгинохайрхан дүүрэг 19-р хороо
21-р хороолол
✅️ 3н өрөө /68.30м.кв/
✅️ Урагш болон хойш харсан цонхтой агаар сэлгэлт маш сайн
✅️ Дээгүүр давхарт харууц саадгүй, гадны дуу чимээ сонсогдохгүй
✅️ Гал тогооны тавилга үлдэнэ
✅ Засвар хийх шаардлагагүй
️✅ Автобусны буудал, улсын сургууль, Дэлгүүр, СХД -ийн эмнэлэг яг хаууждаа
️",https://www.unegui.mn/adv/7841710_21-r-khoroolold-2-oroo-bair-zarnaa/,Паркет,1 тагттай,2017,Байхгүй,Вакум,16,Бүргэд,68.3 м²,10,Банкны лизингтэй,3,Ашиглалтад орсон,18,50,,,21-р хороолол,,,,,,Сонгинохайрхан,21-р хороолол,,155,68.3,2.269399707
36,Nomun village хотхонд 3өрөө байр 107м2,"367 сая ₮
үнэ тохирно",3/21/2024,22:18,8144561,,3 өрөө,"УБ — Сүхбаатар, Сүхбаатар, Хороо 5","
𝙉𝙤𝙢𝙪𝙣 𝙫𝙞𝙡𝙡𝙖𝙜𝙚 хотхонд #3_өрөө_худалдана

📍 Үнэ: 367сая
📍 мкв: 3.5 сая
📍 Давхар 9/2
📍 107.5м²
📍 2 АЦӨрөөтэй | 2 тагттай
📍 Баруун харсан 4 цонхтой
📍 Хагас тавилгатай
📍 Цэвэр агаартай, өвөлдөө дулаахан
📍 Хотын дуу чимээнээс хол нам гүм орчинтой
📍 Машин орохгүй хүүхдийн аюулгүй тоглоомын талбайтай
📍 Засвар хийсэн
📍 Бартер ланд 200, 300
📍 Дэргэдээ ""Номин "" супер маркеттай
📍 Улсын 35-р цэцэрлэг
📍 Улсын 32-р сургууль
📍 Ерөнхий боловсролын Күнз сургууль
📍 American School of Ulaanbaatar
📍 Human International School
📍 Эдийн Засаг Бизнесийн Сургууль, ХААИС
📍 ХААИС
📍 ASU Elementary School",https://www.unegui.mn/adv/8144561_nomun-village-khotkhond-3-oroo-bair-zarna/,Паркет,2 тагттай,2017,Байхгүй,Вакум,9,Бүргэд,107.5 м²,2,Лизинггүй,4,Ашиглалтад орсон,18,51,,,Талбай,,,,,,Сүхбаатар,Хороо 5,5,367,107.5,3.413953488
37,King tower 3 өрөө орон сууц,512.65 сая ₮,3/21/2024,22:16,8144489,,3 өрөө,"УБ — Хан-Уул, King Tower","
Суурилсан тавилгууд дагалдана.
Баруун харсан 3 урагшаа харсан 1 цонхтой
3 ариун цэврийн өрөөтэй
Доод үнэ м2-3,9сая",https://www.unegui.mn/adv/8144489_king-tower-3-oroo-oron-suuts-khudaldana/,Паркет,Тагтгүй,2023,Байхгүй,Вакум,16,Бүргэд,131.45 м²,10,Банкны лизингтэй,4,Ашиглалтад орсон,18,52,,,Маршал,,,,,,Хан-Уул,King Tower,,512.65,131.45,3.899961963
38,Цэнгэлдэх 2-р ээлжинд 80м2 3 өрөө байр,510 сая ₮,3/21/2024,22:06,8051328,,3 өрөө,"УБ — Хан-Уул, 120 мянгат","
Суурилсан тавилгууд болон гал тогооны бүрэн цахилгаан бараануудын хамт. Бүгд шинэхэн",https://www.unegui.mn/adv/8051328_tsengeldekh-2-r-eelzhind-80m2-3-oroo-bair-khudaldana-uragshaa-bolon-baruun-kharuutstai/,Ламинат,1 тагттай,2021,Байхгүй,Вакум,25,Бүргэд,80.0 м²,15,Лизинггүй,5,Ашиглалтад орсон,18,53,,,120 мянгат,,,,,,Хан-Уул,120 мянгат,,510,80,6.375
39,Encanto tower 3 өрөө орон сууц 84м2,660 сая ₮,3/21/2024,22:06,8144528,,3 өрөө,"УБ — Баянзүрх, Баянзүрх, Хороо 26","
Энканто Товер өндөр зэрэглэлийн 3 өрөө орон сууц худалдана.
Дээгүүр давхарт хойшоо харсан 3 зүүн харсан 1 цонхтой",https://www.unegui.mn/adv/8144528_encanto-tower-3-oroo-oron-suuts-khudaldana/,Ламинат,Тагтгүй,2022,Байхгүй,Модон вакум,18,Төмөр,84.72 м²,11,Банкны лизингтэй,4,Ашиглалтад орсон,18,54,,,Цэцэрлэгт хүрээлэн,,,,,,Баянзүрх,Хороо 26,26,660,84.72,7.790368272
40,Дөлгөөн нуур 2 өрөө,"168 сая ₮
үнэ тохирно",3/21/2024,22:06,8144474,,2 өрөө,"УБ — Сүхбаатар, Дөлгөөн нуур","
дөлгөөн нуур апартмэнтийн 49.16
м кв 2өрөө байр
харууц гоё хаах зүйлгүй
дараа хойноо театр баригдвал харууц гоё болно

зууч залгах хэрэггүй",https://www.unegui.mn/adv/8144474_dolgoon-nuur/,Паркет,1 тагттай,2023,Байхгүй,Вакум,16,Төмөр,49.16 м²,7,Лизинггүй,4,Ашиглалтад орсон,18,55,,,Дөлгөөн нуур,,,,,,Сүхбаатар,Дөлгөөн нуур,,168,49.16,3.417412531
41,Vega city 141мкв 4 өрөө,"7.3 сая ₮
үнэ тохирно",3/21/2024,22:06,8144475,,4 өрөө,"УБ — Хан-Уул, Хан-Уул, Хороо 15","
📍VEGA CITY хотхон 🏙️ 2-р ээлж

▫️141мкв 4 өрөө орон сууц худалдана
▫️Гаражтай
Мкв Үнэ 7.3 сая
Баруун харсан",https://www.unegui.mn/adv/8144475_vega-city-141mkv/,Ламинат,1 тагттай,2024,Байгаа,Вакум,20,Төмөр,141.0 м²,5,Банкны лизингтэй,6,Ашиглалтад орсон,18,56,,,Зайсан хойно,,,,,,Хан-Уул,Хороо 15,15,7.3,141,0.05177305
42,Замын цагдаагийн зүүн хойно дуплекс 185 мкв 6 өрөө,398 сая ₮,3/21/2024,22:05,7676722,,5+ өрөө,"УБ — Баянзүрх, Баянзүрх, Хороо 25","
БЗД, 25-р хороо, Замын цагдаагаас зүүн тийш
Мт колонкийн хойно байрлалтай Kingdom хотхоны 107Б байранд Пентхаус хямд зарна.

Нийт 6 өрөөтэй
Цонхны байршил: Зүүн, Баруун Урагшаа харууцтай

Унтлагын өрөө-4
Зочны өрөө, Гал тогоо, 3 тагт, 1 агуулах. 3 ариун цэврийн өрөөтэй.",https://www.unegui.mn/adv/7676722_zamyn-tsagdaagiin-zuun-khoino-dupleks-185-mkv/,Паркет,3+ тагттай,2013,Байхгүй,Вакум,13,Бүргэд,185.0 м²,13,Лизинггүй,7,Ашиглалтад орсон,18,57,,,Натур,,,,,,Баянзүрх,Хороо 25,25,398,185,2.151351351
43,Дөлгөөн нуурт 2 өрөө байр 41мкв,110 сая ₮,3/21/2024,22:05,7972217,,2 өрөө,"УБ — Сүхбаатар, Дөлгөөн нуур","
дөлгөөн нуурт 4-р сургуулийн баруун талд байрлалтай
2024 оны 3 улиралд ашиглалтанд орно
барилга цутгалт дууссан 16 давхар одоо цонх болон дотор хана хуваалт хийгдэж байгаа 16/3давхарт зүүн харсан цонхтой",https://www.unegui.mn/adv/7972217_dolgoon-nuurt-2-oroo-bair-zarna/,Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Төмөр,41.34 м²,3,Лизинггүй,2,Ашиглалтад ороогүй,18,58,,,Дөлгөөн нуур,,,,,,Сүхбаатар,Дөлгөөн нуур,,110,41.34,2.660861151
44,Гэмтлийн эмнэлэгт 3 өрөө,"160 сая ₮
үнэ тохирно",3/21/2024,22:04,8002976,,3 өрөө,"УБ — Баянгол, 3, 4 хороолол","
Гэмтлийн эмнэлгийн хойно 12/6 давхарт 3 өрөө бүх цонх наран тал руугаа харсан дулаан",https://www.unegui.mn/adv/8002976_gemtliin-emnelegt-3-oroo/,Паркет,2 тагттай,2009,Байхгүй,Вакум,12,Бүргэд,58.0 м²,6,Лизинггүй,3,Ашиглалтад орсон,18,59,,,"3, 4 хороолол",,,,,,Баянгол,"3, 4 хороолол",,160,58,2.75862069
45,Мишээлд 2 өрөө 47 мкв байр,145 сая ₮,3/21/2024,22:03,8066097,,2 өрөө,"УБ — Хан-Уул, Мишээл","
ХУД #MISHEEL_EXPO -н баруун талд Мишээл цогцолбор хотхонд 47,16м.кв 2 өрөө орон сууц худалдана
⏩Бүрэн засвар хийсэн
⏩12/11 давхарт
⏩Зүүн харсан 2 цонхтой
⏩Сөх-ны ажиллагаа сайн
⏩Автомашины зогсоол сайтай
⏩Автобусны буудал 300м
⏩Хороо болон Өрхийн эмнэлэг
хотхон дотроо
⏩Утаагүй бүс
⏩Мишээл байгаль орчин, танин мэдэхүйн хүрээлэн рүү 5мин алхаад салхилчихна.

📍Нэг цэгийн үйлчилгээний төв; Лавай худалдааны төв болон бусад бүх үйлчилгээнүүд
ойр",https://www.unegui.mn/adv/8066097_misheeld-2-oroo-47-mkv/,Паркет,1 тагттай,2017,Байхгүй,Вакум,13,Бүргэд,47.0 м²,11,Лизинггүй,2,Ашиглалтад орсон,18,60,,,Мишээл,,,,,,Хан-Уул,Мишээл,,145,47,3.085106383
46,Модун таунд 3 өрөө 95 мкв,420 сая ₮,3/21/2024,22:02,8112462,,3 өрөө,"УБ — Хан-Уул, River Garden","
𝐌𝐨𝐝𝐮𝐧 𝐭𝐨𝐰𝐧 хотхонд 94.82м2 3 өрөө зарна
▪️Цонхны харагдац: Хойшоо болон зүүн харсан харууцтай
▪️2 унтлага, 𝟐 АЦӨ-тэй, 𝟏 хувцасны өрөөтэй
▪️𝟐 тагттай
▪️Гэрчилгээ бэлэн
▪️Тансаг зэрэглэлийн бүсэд байрлалтай
▪️Харуул хамгаалалт, СӨХ сайтай
▪️ХУД, 𝟏𝟕-р хороо, 𝐑𝐢𝐯𝐞𝐫 𝐆𝐚𝐫𝐝𝐞𝐧 хотхоны хойно байрлалтай

#МодунТаун #moduntown",https://www.unegui.mn/adv/8112462_modun-taund-3-oroo-95-mkv/,Паркет,2 тагттай,2019,Байхгүй,Вакум,16,Бүргэд,95.0 м²,6,Лизинггүй,4,Ашиглалтад орсон,19,1,,,Маршал,,,,,,Хан-Уул,River Garden,,420,95,4.421052632
47,Цирк орос 3-р сургуулийн яг хажууд premium residence хотхонд 210 мкв penthouse,6.5 сая ₮,3/21/2024,22:02,8144517,,5+ өрөө,"УБ — Сүхбаатар, Цирк","
Орос 3-р сургуулийн хойно #Premium_Residence хотхонд 210 мкв Penthouse худалдана.
Их Дэлгүүр цирк
▪️Үнэ:мкв-6,500,000₮
▪️Гэрчилгээ бэлэн
▪️Зүүн болон баруун, хойшоо 3 тийшээ харсан харууцтай. Харагдац маш гоё
▪️3 унтлагын өрөө/ 4 тагттай
▪️2 дулаан зогсоолтой. Тус бүр худалдах үнэ: 60 сая ₮",https://www.unegui.mn/adv/8144517_oros-3-r-surguuliin-iag-khazhuud-premium-residence-khotkhond-210-mkv-penthouse/,Паркет,1 тагттай,2021,Байгаа,Вакум,10,Бүргэд,210.0 м²,10,Банкны лизингтэй,6,Ашиглалтад орсон,1,27,,,,,,,,,Сүхбаатар,Цирк,,6.5,210,0.030952381
48,Khanhills 4 өрөө орон сууц,773.85 сая ₮,3/21/2024,21:57,8144506,,4 өрөө,"УБ — Хан-Уул, Зайсан","
Урагшаа 3
хойшоо 2 том
2 жижиг цонхтой
гал тогооны тавилгатай
дундуур давхарт
тоглоомын талбай усан оргилуурлуугаа харсан харууцтай
агаар сэлгэлт сайн
Хамгийн гоё харууцтай байрлал",https://www.unegui.mn/adv/8144506_khanhills-4-oroo-oron-suuts-khudaldana/,Паркет,1 тагттай,2018,Байхгүй,Вакум,16,Бүргэд,140.7 м²,7,Банкны лизингтэй,7,Ашиглалтад орсон,19,2,,,Зайсан,,,,,,Хан-Уул,Зайсан,,773.85,140.7,5.5
49,Дөлгөөн нуур peace apartment-д 2 өрөө орон сууц,2.4 сая ₮,3/21/2024,21:52,8144496,,2 өрөө,"УБ — Сүхбаатар, Дөлгөөн нуур","
- Дөлгөөн нуур, 4-р сургуулийн зүүн талд байрлалтай
- Шинээр ашиглалтанд орж байгаа
- 8 давхарт
- 38,6 мкв
- Зүүн болон хойшоо харсан цонхтой
- 2 тагттай
- мкв нь бага боловч өрөөний зохион байгуулалт нь ашиггүй талбай багатай",https://www.unegui.mn/adv/8144496_dolgoon-nuur-peace-apartment-d-2-oroo-oron-suuts-khudaldana/,Паркет,2 тагттай,2024,Байхгүй,Вакум,16,Бүргэд,38.6 м²,8,Лизинггүй,3,Ашиглалтад орсон,19,3,,,Дөлгөөн нуур,,,,,,Сүхбаатар,Дөлгөөн нуур,,2.4,38.6,0.062176166
50,Баруун 4 замд нарантуул зочид буудалын хойно 3 өрөө 101.86m2,662.09 сая ₮,3/21/2024,21:52,8144434,,3 өрөө,"УБ — Баянгол, Баруун 4 зам","
Улаанбаатар хотын төв цэг Avenue residence хотхонд маш гоё харууцтай нүүж орход бэлэн 3 өрөө орон сууц худалдана
| 101.86мк | 3 өрөө | 7 давхар | Баруун болон хойшоо харсан цонхтой |",https://www.unegui.mn/adv/8144434_baruun-4-zamd-narantuul-zochid-buudalyn-khoino-3-oroo-zarna/,Паркет,Тагтгүй,2024,Байхгүй,Вакум,17,Төмөр,101.86 м²,7,Лизинггүй,5,Ашиглалтад орсон,19,4,,,Баруун 4 зам,,,,,,Баянгол,Баруун 4 зам,,662.09,101.86,6.5
51,Америк элчингийн зүүн талд 3 өрөө байр 69m2,"220 сая ₮
үнэ тохирно",3/21/2024,21:52,8144437,,3 өрөө,УБ — Сүхбаатар,"
БЗД 1-р хороо сэлбийн гол дагуу дуу чимээ багатай маш цэвэрхэн 3 өрөө байрыг худалдана.
Гэрчилгээ бэлэн банкаар авах боломжтой. Байршил маш гоё",https://www.unegui.mn/adv/8144437_amerik-elchingiin-zuun-tald-3-oroo-tseverkhen-bair-khudaldana/,Паркет,1 тагттай,2014,Байгаа,Вакум,10,Бүргэд,69.0 м²,3,Банкны лизингтэй,3,Ашиглалтад орсон,19,5,,,,,,,,,Сүхбаатар,,,220,69,3.188405797
