N,Зарын гарчиг,Нийт үнэ 0,Огноо,Цаг,Зарын дугаар,Утасны дугаар,Өрөө,Дүүрэгт байршил,Тайлбар,url,Шал:,Тагт:,Ашиглалтад орсон огноо,Гараж:,Цонх:,Барилгын давхар,Хаалга:,М2 0,Байрны давхар,Лизингээр авах боломж,Цонхны тоо,Барилгын явц:,ad_page,ad_order,Байршил 2,Код:,mylocation,Хотхоны ID,Хотхоны нэр,Дэд байршил,Lat,Long,Дүүрэг,Байршил,Хороо,Нийт үнэ,М2,М2 үнэ
36,"3,4-р хороолол говь сауны баруун талд 2 өрөө орон сууц","130 сая ₮
үнэ тохирно",3/7/2024,21:32,8098826,8808-0755,2 өрөө,"УБ — Баянгол, Баянгол, Хороо 7","
📍БГД 7-р хороо Говь сауны баруун талд
✅72-р байранд
✅59мкв 2 өрөө орон сууц худалдана.
🏷️1мкв үнэ:2.200.000₮
🏷️Нийт үнэ:130.000.000",https://www.unegui.mn/adv/8098826_3-4-r-khoroolol-gov-sauny-baruun-tald-2-oroo-oron-suuts-khudaldana/,Паркет,1 тагттай,2017,Байхгүй,Вакум,6,Бүргэд,59.0 м²,2,Банкны лизингтэй,4,Ашиглалтад орсон,4.0,3.0,,,"3, 4 хороолол",,,,,,Баянгол,Хороо 7,7,130.0,59.0,2.2033898305084745
37,Яармаг шинэ өргөө хотхонд 2 өрөө,"166 сая ₮
үнэ тохирно",3/7/2024,21:32,8098802,8808-0755,2 өрөө,"УБ — Хан-Уул, Хан-Уул, Хороо 4","
ХУД 4р хороо Яармаг
✅Шинэ өргөө хотхонд 66,7мкв 1 давхарт үйлчилгээ явуулах боломжтой 2 өрөө (1 хувцасны өрөөтэй) орон сууц худалдана.

✅Мкв үнэ:2500.000₮
✅Нийт үнэ:166.750.000₮",https://www.unegui.mn/adv/8098802_iaarmag-shine-orgoo-khotkhond-2-oroo-oron-suuts-khudaldana/,Паркет,1 тагттай,2017,Байхгүй,Вакум,5,Бүргэд,66.7 м²,1,Лизинггүй,3,Ашиглалтад орсон,4.0,4.0,,,Яармаг,,,,,,Хан-Уул,Хороо 4,4,166.0,66.7,2.4887556221889056
38,Гэрэлт өргөө хотхонд 2 өрөө 45.77м2 байр,"2.9 сая ₮
үнэ тохирно",3/7/2024,21:29,7641820,8888-0759,2 өрөө,"УБ — Хан-Уул, Хан-Уул, Хороо 3","
Засвар Хийх Шаардлаггүй маш цэвэрхэн байр",https://www.unegui.mn/adv/7641820_gerelt-orgoo-khotkhond/,Паркет,1 тагттай,2019,Байхгүй,Вакум,14,Бүргэд,45.77 м²,10,Лизинггүй,2,Ашиглалтад орсон,4.0,5.0,,,Зайсан хойно,,,,,,Хан-Уул,Хороо 3,3,2.9,45.77,0.06336027965916538
39,Зайсанд 2 өрөө байр тавилгатай,"260 сая ₮
үнэ тохирно",3/7/2024,21:23,8090051,9167-9988,2 өрөө,"УБ — Хан-Уул, Зайсан","
Астра вилла хотхонд Маш цэвэрхэн дулаахан,өдөртөө нарны тусгал сайтай 2өрөө байр бүрэн тавилгатай нь зарна",https://www.unegui.mn/adv/8090051_zaisand-2-oroo-bair-tavilgatai-n-zarna-une-260saia/,Паркет,1 тагттай,2018,Байхгүй,Вакум,12,Бүргэд,60.75 м²,8,Лизинггүй,2,Ашиглалтад орсон,4.0,6.0,,,Зайсан,,,,,,Хан-Уул,Зайсан,,260.0,60.75,4.279835390946502
40,13-р хороолол бөхийн өргөөний зүүн талд 2 өрөө байр 55м2,"178 сая ₮
үнэ тохирно",3/7/2024,21:22,8103147,8919-6439,2 өрөө,"УБ — Баянзүрх, 13-р хороолол","
13 р хороолол бөхийн өргөөний зүүн талд гал тогоо тусдаа 2 өрөө байр зарна",https://www.unegui.mn/adv/8103147_13-r-khoroolol-bokhiin-orgooniizuun-tald-2-oroo-bair-zarna/,Паркет,1 тагттай,1999,Байхгүй,Вакум,9,Бүргэд,55.0 м²,2,Лизинггүй,3,Ашиглалтад орсон,4.0,7.0,,,13-р хороолол,,,,,,Баянзүрх,13-р хороолол,,178.0,55.0,3.2363636363636363
41,Бзд 8-р хороо 58.9m2. 2 өрөө байр,2.9 сая ₮,3/7/2024,21:22,8103150,8802-4819,2 өрөө,"УБ — Баянзүрх, Баянзүрх, Хороо 8","
2017онд ашиглалтанд орсон. 2 өрөө байр зарна. Сургууль, цэцэрлэг, зах, худалдааны төвтэй ойр, гал тогооны тавилга, хувцасны том шүүгээ үлдэнэ.",https://www.unegui.mn/adv/8103150_58-9m2-2oroo-bair-zarna/,Паркет,1 тагттай,2017,Байхгүй,Вакум,12,Төмөр,58.9 м²,12,Банкны лизингтэй,2,Ашиглалтад орсон,4.0,8.0,,,Амгалан,,,,,,Баянзүрх,Хороо 8,8,2.9,58.9,0.04923599320882852
42,Ханбогд хороололд 2 өрөө 57.86м2 байр,"147 сая ₮
үнэ тохирно",3/7/2024,21:19,8085576,8808-8561,2 өрөө,"УБ — Хан-Уул, Хан-Уул, Хороо 4","
Яармаг Хүннү Моллын хажууд Ханбогд хороололд 2 өрөө байр хямд худалдана.
засвар хийх шаардлагатай",https://www.unegui.mn/adv/8085576_khanbogd-khoroolold-2-oroo-bair-khudaldana/,Паркет,1 тагттай,2019,Байхгүй,Вакум,12,Бүргэд,57.86 м²,7,Лизинггүй,3,Ашиглалтад орсон,4.0,10.0,,,Яармаг,,,,,,Хан-Уул,Хороо 4,4,147.0,57.86,2.5406152782578637
43,Худ 20-р хороо мишээл ехро хажууд 3 өрөө 78мкв,288.71 сая ₮,3/7/2024,21:18,8101341,9999-5076,3 өрөө,"УБ — Хан-Уул, Мишээл","
📍River view хотхонд 78,88² 3 өрөө байр худалдана

✅️ Ашиглалтанд 2024 онд орсон
✅️ 12/9давхарт
✅️ комисс орж байгаа
✅️Урагшаа 3 харсан цонхтой

Төлбөрийн нөхцөл:
бэлэн болон бартер
мкв үнэ:
----------------------------
Хаяг: ХУД , 20хороо , Misheel expo төвийн зүүн урд Мишээл байгаль орчин танин мэдэхүйн хүрээлэнгийн чанх ард",https://www.unegui.mn/adv/8101341_khud-20-r-khoroo-misheel-ekhro-khazhuud/,Паркет,1 тагттай,2024,Байхгүй,Вакум,12,Төмөр,78.03 м²,9,Лизинггүй,3,Ашиглалтад орсон,4.0,11.0,,,Мишээл,,,,,,Хан-Уул,Мишээл,,288.71,78.03,3.69998718441625
44,Улаанхуаранд 1 өрөө байр 21м2,60 сая ₮,3/7/2024,21:14,8103085,8077-9968,1 өрөө,"УБ — Баянзүрх, Офицер","
Офицерийн эцсээс зүүн тийш 1 буудал улаанхуарангын Тэнүүн хотхонд 5 давхар байрны 3 давхарт 21 м2 1 өрөө байр зарна.",https://www.unegui.mn/adv/8103085_ulaankhuarand-1-oroo-bair-zarna/,Паркет,1 тагттай,2012,Байхгүй,Вакум,3,Бүргэд,21.0 м²,3,Лизинггүй,1,Ашиглалтад орсон,4.0,12.0,,,Офицер,,,,,,Баянзүрх,Офицер,,60.0,21.0,2.857142857142857
45,Нисэх спорт цогцолборын урд гарден хилл хотхонд 2 өрөө,125 сая ₮,3/7/2024,21:13,7981720,9908-0635,2 өрөө,"УБ — Хан-Уул, Нисэх",,https://www.unegui.mn/adv/7981720_nisekh-sport-tsogtsolboryn-urd-garden-khill-khotkhond/,Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Бүргэд,40.22 м²,6,Лизинггүй,3,Ашиглалтад орсон,4.0,13.0,,,Нисэх,,,,,,Хан-Уул,Нисэх,,125.0,40.22,3.1079065141720537
46,3 хороололд бартерын 3 өрөө байр,177.5 сая ₮,3/7/2024,21:13,8047079,9908-0635,3 өрөө,"УБ — Баянгол, 3, 4 хороолол","
Байршил: Баянгол дуурэг З-р
хороололд 22-р хороо Оргее кино театраас
хойшоо З7Ометрийн зайд байрлаж байна.
хотхоны телевлелттэй
16 давхар
Дулаан зогсоолтой
1-3 давхартаа уйлчилгээний тевтэй
Улсын сургууль цэцэрлэгтээ ойр
Тев замтайгаа ойр
Цэлгэр саруул том цонхтой
Улаанбаатар хотоо хорооллын
ендерлегеес тольдох боломжтой",https://www.unegui.mn/adv/8047079_3-khoroolold-barteryn-bair-khudaldana/,Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Бүргэд,63.41 м²,15,Лизинггүй,4,Ашиглалтад ороогүй,4.0,14.0,,,"3, 4 хороолол",,,,,,Баянгол,"3, 4 хороолол",,177.5,63.41,2.799243021605425
47,"Agarta residenced 2 өрөө байр 44,4м2",150 сая ₮,3/7/2024,21:12,8103087,9011-0202,2 өрөө,"УБ — Хан-Уул, Яармаг","
яармаг арцатын ам Agarta Residence хотхонд 44.4 мкв шинэ нүүгээд ороход бэлэн 2 өрөө байр худалдана",https://www.unegui.mn/adv/8103087_agarta-residenced-2-oroo-bair-khudaldana/,Паркет,1 тагттай,2024,Байхгүй,Вакум,14,Бүргэд,44.4 м²,13,Лизинггүй,2,Ашиглалтад орсон,4.0,15.0,,,Яармаг,,,,,,Хан-Уул,Яармаг,,150.0,44.4,3.3783783783783785
48,3 хороололд 53м2 2 өрөө байр,148 сая ₮,3/7/2024,21:11,8046986,9908-0635,2 өрөө,"УБ — Баянгол, 3, 4 хороолол","
Байршил: Баянгол дуурэг З-р
хороололд 22-р хороо Оргее кино театраас
хойшоо З7Ометрийн зайд байрлаж байна.
хотхоны телевлелттэй
16 давхар
Дулаан зогсоолтой
1-3 давхартаа уйлчилгээний тевтэй
Улсын сургууль цэцэрлэгтээ ойр
Тев замтайгаа ойр
Цэлгэр саруул том цонхтой, м.кв тай өрөөний сонголтууд байгаа",https://www.unegui.mn/adv/8046986_3-khoroolold-barteryn-bair-khudaldana/,Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Бүргэд,53.21 м²,12,Лизинггүй,2,Ашиглалтад ороогүй,4.0,16.0,,,"3, 4 хороолол",,,,,,Баянгол,"3, 4 хороолол",,148.0,53.21,2.7814320616425485
49,Тэц4 явах замд 29м2 1өрөө байр,59 сая ₮,3/7/2024,21:10,8103129,8000-5837,1 өрөө,"УБ — Хан-Уул, Хан-Уул, Хороо 3","
Тэц4 явах дунд зам дагуу 29м2 1өрөө байр зарна. Агаар сайтай, чимээ шуугиан багатай, зогсоол сайтай, яармагаас хархорин руу тавигдаж буй зам дагуу.",https://www.unegui.mn/adv/8103129_tets4-iavakh-zamd-29m2-1oroo-bair-zarna/,Паркет,1 тагттай,2016,Байхгүй,Вакум,4,Бүргэд,29.0 м²,6,Лизинггүй,1,Ашиглалтад орсон,4.0,17.0,,,Зайсан хойно,,,,,,Хан-Уул,Хороо 3,3,59.0,29.0,2.0344827586206895
50,King tower-т 3 өрөө байр 115м2,3.6 сая ₮,3/7/2024,21:02,8103117,9919-0601,3 өрөө,"УБ — Хан-Уул, King Tower","
Кинг тауэр 4-р ээлж 129-р байранд 115мкв 3 өрөө орон сууц худалдана.
Засвар хийсэн, цэвэрхэн, шууд нүүж орох боломжтой, гэрчилгээ бэлэн.
Мастер унтлагын өрөөтэй.",https://www.unegui.mn/adv/8103117_king-tower-t-3-oroo-bair-zarna/,Паркет,Тагтгүй,2022,Байхгүй,Вакум,17,Төмөр вакум,115.0 м²,13,Лизинггүй,4,Ашиглалтад орсон,4.0,19.0,,,Маршал,,,,,,Хан-Уул,King Tower,,3.6,115.0,0.03130434782608696
51,Сүхбаатар аймаг баруун-урт 4р баг хос-өргөөд бартерын 2 өрөө 42м2,"110 сая ₮
үнэ тохирно",3/7/2024,20:37,8103073,9408-3390,2 өрөө,"Сүхбаатар, Сүхбаатар","
Сүхбаатар аймаг Баруун-Урт 4-р баг Хос-Өргөө апартмент бартерын 2өрөөг бэлэн төлөлтөөр худалдана . Дотор засал хийгдэж байна. Удахгүй ашиглалтанд орно",https://www.unegui.mn/adv/8103073_sukhbaatar-aimag-baruun-urt-4r-bag-khos-orgood-barteryn-2oroog-belen-khudaldana/,Паркет,1 тагттай,2024,Байгаа,Модон вакум,12,Бүргэд,42.0 м²,12,Банкны лизингтэй,2,Ашиглалтад ороогүй,4.0,20.0,,,Сүхбаатар аймаг,,,,,,Сүхбаатар,Сүхбаатар,,110.0,42.0,2.619047619047619
52,Emerald хотхонд сүпер засвартай 89мкв 3 өрөө орон сууц,415 сая ₮,3/7/2024,20:29,8103064,9919-4812,3 өрөө,"УБ — Хан-Уул, Хан-Уул, Хороо 16","
✔️505-р байр

✔️16/7 давхарт

✔️2019 сард ашиглалтанд орсон

✔️Төлбөрийн нөхцөл: бэлэн болон банк

✔️Нийт үнэ: 415.000.000₮",https://www.unegui.mn/adv/8103064_emerald-khotkhond-super-zasvartai-89mkv-3-oroo-oron-suuts-khudaldana/,Паркет,Тагтгүй,2019,Байхгүй,Вакум,16,Төмөр,89.0 м²,7,Лизинггүй,3,Ашиглалтад орсон,4.0,21.0,,,Маршал,,,,,,Хан-Уул,Хороо 16,16,415.0,89.0,4.662921348314606
53,Батоникт 2 өрөө 52м2,2.3 сая ₮,3/7/2024,20:28,7948122,9970-2792,2 өрөө,"УБ — Баянзүрх, Амгалан",,https://www.unegui.mn/adv/7948122_batonikt-2r-ulirald-orno/,Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Бүргэд,52.0 м²,1,Лизинггүй,2,Ашиглалтад ороогүй,4.0,23.0,,,Амгалан,,,,,,Баянзүрх,Амгалан,,2.3,52.0,0.044230769230769226
54,220 мянгатад 3 өрөө байр 60м2,350 сая ₮,3/7/2024,20:21,8102985,8055-3307,3 өрөө,"УБ — Сүхбаатар, 220 мянгат","
Хотын төвийн 3А зэрэглэлийн байрлалтай 3 өрөө байр зарна.",https://www.unegui.mn/adv/8102985_220-miangatad-3-oroo-bair/,Паркет,1 тагттай,1980,Байхгүй,Мод,4,Бүргэд,60.0 м²,2,Лизинггүй,4,Ашиглалтад орсон,4.0,24.0,,,220 мянгат,,,,,,Сүхбаатар,220 мянгат,,350.0,60.0,5.833333333333333
55,City view apartment.д 66.66м2 3 өрөө байр,198 сая ₮,3/7/2024,20:20,7753185,9400-0435,3 өрөө,"УБ — Баянзүрх, 15-р хороолол","
Баянзүрх Дүүргийн хойд талд, төв зам дагуу City View хотхонд 66.66 м² 3өрөө нүүж ороход бэлэн, шинэ орон сууц худалдана.

- 66.66 м² | 3 өрөө

- 16/11-н давхарт

- Урагшаа болон зүүн харууцтай

- Өрөөний зохион байгуулалт сайтай.

-Сургууль, цэцэрлэг, дүүрэг, эмнэлэг зэрэг бүх юмандаа ойрхон байршил сайтай

Байршил: Баянзүрх дүүргийн замын эсрэг талд, төв замынхаа хойд талд, зам дагуу City View орон сууц",https://www.unegui.mn/adv/7753185_city-view-apartment-d-66-66m2-3oroo-bair/,Паркет,1 тагттай,2023,Байхгүй,Вакум,16,Бүргэд,66.66 м²,11,Лизинггүй,4,Ашиглалтад орсон,4.0,25.0,,,"Жуков, Офицер, Сансар",,,,,,Баянзүрх,15-р хороолол,,198.0,66.66,2.9702970297029703
56,"Сүхбаатар аймаг баруун-урт хос-өргөөд 1 өрөө 34,83м2",86 сая ₮,3/7/2024,20:17,8102992,9408-3390,1 өрөө,"Сүхбаатар, Сүхбаатар","
Бартерын 1өрөөг зөвхөн 100% бэлэн төлөлтөөр худалдана",https://www.unegui.mn/adv/8102992_sukhbaatar-aimag-baruun-urt-khos-orgood-1oroo-khudaldana/,Паркет,1 тагттай,2024,Байхгүй,Модон вакум,12,Бүргэд,34.83 м²,1,Лизинггүй,3,Ашиглалтад ороогүй,4.0,27.0,,,Сүхбаатар аймаг,,,,,,Сүхбаатар,Сүхбаатар,,86.0,34.83,2.469135802469136
57,Puma construction tuul view хотхонд 58.5мкв 3 өрөө байр,"3.2 сая ₮
үнэ тохирно",3/7/2024,20:13,8063296,9411-5887,3 өрөө,"УБ — Хан-Уул, Яармаг","
Бүрэн цутгамал металл фасадтай ирэх 4-р сард ашиглалтанд орох 3-өрөө байр худалдана",https://www.unegui.mn/adv/8063296_puma-constragshion-buteen-baiguulalt-tuul-view-khotkhond-58-5mkv-3-oroo-khudaldana/,Паркет,2 тагттай,2024,Байхгүй,Вакум,15,Бүргэд,58.5 м²,5,Лизинггүй,3,Ашиглалтад ороогүй,4.0,28.0,,,Яармаг,,,,,,Хан-Уул,Яармаг,,3.2,58.5,0.0547008547008547
58,ХУД 20-р хороо Лавай төвийн урд 2 өрөө байр 49м2,130 сая ₮,3/7/2024,20:13,8103023,9109-1110,2 өрөө,"УБ — Хан-Уул, Хан-Уул, Хороо 16","
2018 онд ашиглалтанд орсон 49мкв 2 өрөө
- ХУД 20-р хороо Лавай төвийн урд
-Гол, дугуйн зам мишээл хүрээлэнтэй ойр
-Агаар сайтай, зогсоол сайн, тусдаа хашаа 24 цаг камертай
-1 давхартай айлгүй компаниудтай цөөхөн айл
- 5 давхарын 4 давхарт
-Шалны халаалттай маш дулаахан
- Өглөөнөөс орой болтол нар тусдаг богд уул туул гол руу харсан том цонхтой 2 өрөө
-Маш цэвэрхэн өөрсдөө амьдарсан ЗАРНА.
Дагалдах: Шинэ гал тогооны тавилга,шинэ крамек плетка шкав,хөшиг, овжуур, цахилгаан хэрэгсэл тохирч авч болно.
Үнэ: 130 сая доод үнэ.",https://www.unegui.mn/adv/8103023_2-oroo-bair-zarna/,Паркет,1 тагттай,2018,Байгаа,Вакум,5,Төмөр,49.0 м²,4,Лизинггүй,2,Ашиглалтад орсон,4.0,29.0,,,Маршал,,,,,,Хан-Уул,Хороо 16,16,130.0,49.0,2.6530612244897958
